고객ID,last_ord_date,Recency,Frequency,Monetary,Recency_Grade,Frequency_Grade,Monetary_Grade,is_back_up_down,co_purchase_up_down,cohort_is_back_score,cohort_co_purchase_score
USER_0372,2019-04-07,268,1,137.645,1,1,1,2,3,하,하
USER_0373,2019-12-10,21,33,3472.6292000000003,4,2,3,2,3,중,중
USER_0374,2019-09-14,108,28,2816.9197,3,2,3,0,1,중,중
USER_0375,2019-09-04,118,29,3951.1653,3,2,3,1,2,중,중
USER_0376,2019-11-27,34,69,10009.326000000001,4,3,3,2,3,상,상
USER_0377,2019-12-20,11,23,3762.4261,4,2,3,0,0,중,중
USER_0378,2019-12-15,16,7,454.6904,4,1,1,0,0,중,중
USER_0379,2019-06-22,192,18,1174.2763,2,2,2,2,3,중,중
USER_0380,2019-03-23,283,6,1366.8700000000001,1,1,2,4,3,하,하
USER_0381,2019-12-04,27,12,1496.0308,4,1,2,0,0,중,중
USER_0382,2019-09-14,108,1,47.3,3,1,1,0,1,중,중
USER_0383,2019-11-03,58,12,1867.1398,3,1,2,2,3,중,중
USER_0384,2019-12-13,18,10,896.8774000000001,4,1,1,0,0,중,중
USER_0385,2019-09-15,107,12,447.9598,3,1,1,0,1,중,중
USER_0386,2019-10-18,74,11,832.3168000000001,3,1,1,0,0,중,중
USER_0387,2019-12-27,4,25,3608.9488,4,2,3,0,0,중,중
USER_0388,2019-07-14,170,7,402.5858,2,1,1,2,3,중,중
USER_0389,2019-10-05,87,1,12.589,3,1,1,0,1,중,중
USER_0390,2019-12-12,19,13,1628.6831,4,2,2,0,0,중,중
USER_0391,2019-02-09,325,12,1074.6984,1,1,2,6,6,하,하
USER_0392,2019-05-22,223,3,180.2076,1,1,1,3,4,하,하
USER_0393,2019-07-13,171,1,14.496,2,1,1,2,3,중,중
USER_0394,2019-01-29,336,5,543.417,1,1,1,6,6,하,하
USER_0395,2019-05-10,235,16,1212.5054,1,2,2,3,4,하,하
USER_0396,2019-12-26,5,33,3767.2472000000002,4,2,3,4,3,중,중
USER_0397,2019-10-04,88,44,3692.0238,3,3,3,2,3,중,중
USER_0398,2019-09-11,111,52,4966.9614,3,3,3,2,3,중,중
USER_0399,2019-09-13,109,44,6185.4738,3,3,3,4,3,중,중
USER_0400,2019-09-18,104,9,179.5434,3,1,1,2,3,중,중
USER_0401,2019-08-27,126,18,627.6994,3,2,1,1,2,중,중
USER_0402,2019-10-03,89,32,3658.2980000000002,3,2,3,3,4,중,중
USER_0403,2019-01-09,356,9,1290.748,1,1,2,6,6,하,하
USER_0404,2019-12-02,29,7,816.5624,4,1,1,0,0,중,중
USER_0405,2019-06-27,187,39,1992.9677000000001,2,3,2,2,3,중,중
USER_0406,2019-04-10,265,26,4614.5078,1,2,3,2,3,중,중
USER_0407,2019-09-25,97,50,3375.3302000000003,3,3,3,6,6,중,중
USER_0408,2019-07-14,170,31,4131.2294,2,2,3,4,3,중,중
USER_0409,2019-04-27,248,26,1789.4425999999999,1,2,2,2,3,하,하
USER_0410,2019-11-22,39,66,8461.7854,4,3,3,1,2,상,상
USER_0411,2019-12-17,14,54,7689.907300000001,4,3,3,0,0,상,상
USER_0412,2019-07-26,158,5,178.99979999999996,2,1,1,6,6,중,중
USER_0413,2019-08-01,152,15,412.0494,2,2,1,6,6,중,중
USER_0414,2019-10-29,63,114,12030.3696,3,3,4,0,0,중,중
USER_0415,2019-11-21,40,41,4384.8812,4,3,3,2,3,상,상
USER_0416,2019-05-31,214,48,3894.1126,2,3,3,3,4,중,중
USER_0417,2019-10-28,64,38,3093.8223000000003,3,3,3,6,6,중,중
USER_0418,2019-09-28,94,44,6202.3304,3,3,3,3,4,중,중
USER_0419,2019-10-11,81,24,2606.2007000000003,3,2,2,0,0,중,중
USER_0420,2019-01-09,356,13,2758.1076000000003,1,2,2,6,6,하,하
USER_0421,2019-03-02,304,69,6648.7507000000005,1,3,3,4,3,중,중
USER_0422,2019-04-25,250,29,2877.8908,1,2,3,2,3,중,중
USER_0423,2019-07-10,174,95,8687.0704,2,3,3,5,7,중,중
USER_0424,2019-12-18,13,171,14563.967400000001,4,4,4,4,3,상,상
USER_0425,2019-10-03,89,92,10194.3033,3,3,3,0,0,중,중
USER_0426,2019-09-20,102,1,21.576,3,1,1,0,1,중,중
USER_0427,2019-10-04,88,61,3504.9621,3,3,3,6,6,중,중
USER_0428,2019-09-04,118,59,7574.9065,3,3,3,2,3,중,중
USER_0429,2019-09-11,111,3,164.2846,3,1,1,0,1,중,중
USER_0430,2019-07-07,177,17,1345.5513,2,2,2,2,3,중,중
USER_0431,2019-12-05,26,7,748.1204,4,1,1,2,3,중,중
USER_0432,2019-08-27,126,11,1292.8683999999998,3,1,2,1,2,중,중
USER_0433,2019-07-08,176,1,23.9242,2,1,1,2,3,중,중
USER_0434,2019-12-12,19,20,2408.9654,4,2,2,0,0,중,중
USER_0435,2019-10-17,75,65,9852.428600000001,3,3,3,0,0,중,중
USER_0436,2019-12-18,13,17,2359.6345,4,2,2,0,0,중,중
USER_0437,2019-09-09,113,69,5803.782700000001,3,3,3,6,6,중,중
USER_0438,2019-01-15,350,21,3276.1606,1,2,3,6,6,중,중
USER_0439,2019-11-16,45,69,9719.183,4,3,3,2,3,상,상
USER_0440,2019-06-03,211,12,875.6824,2,1,1,2,3,중,중
USER_0441,2019-12-18,13,85,9241.616100000001,4,3,3,6,6,상,상
USER_0442,2019-05-04,241,51,2985.3478,1,3,3,3,4,중,중
USER_0443,2019-02-23,311,26,3094.7834000000003,1,2,3,5,7,중,중
USER_0444,2019-08-25,128,18,1562.4952,3,2,2,1,2,중,중
USER_0445,2019-10-05,87,20,1424.6977000000002,3,2,2,1,2,중,중
USER_0446,2019-09-09,113,14,596.793,3,2,1,4,3,중,중
USER_0447,2019-12-16,15,83,8538.2274,4,3,3,6,6,상,상
USER_0448,2019-08-24,129,3,134.112,3,1,1,1,2,중,중
USER_0449,2019-12-13,18,12,1526.5495,4,1,2,0,0,중,중
USER_0450,2019-10-26,66,46,5188.564,3,3,3,4,3,중,중
USER_0451,2019-12-27,4,30,4863.8704,4,2,3,0,0,중,중
USER_0452,2019-06-08,206,4,378.156,2,1,1,2,3,중,중
USER_0453,2019-04-17,258,14,1751.9219,1,2,2,2,3,하,하
USER_0454,2019-05-22,223,1,333.8,1,1,1,3,4,하,하
USER_0455,2019-08-19,134,15,1270.9544,2,2,2,1,2,중,중
USER_0456,2019-07-18,166,36,3220.7862,2,3,3,5,7,중,중
USER_0457,2019-01-31,334,5,105.7284,1,1,1,6,6,하,하
USER_0458,2019-11-21,40,52,3962.6330000000003,4,3,3,4,3,상,상
USER_0459,2019-12-09,22,22,1122.4288,4,2,2,2,3,중,중
USER_0460,2019-06-22,192,11,1107.7538,2,1,2,2,3,중,중
USER_0461,2019-07-19,165,18,2499.515,2,2,2,2,3,중,중
USER_0462,2019-10-10,82,40,4412.0685,3,3,3,0,0,중,중
USER_0463,2019-11-20,41,23,2063.9685,4,2,2,1,2,중,중
USER_0464,2019-12-11,20,15,2469.4647,4,2,2,0,0,중,중
USER_0465,2019-01-31,334,3,302.497,1,1,1,6,6,하,하
USER_0466,2019-01-09,356,9,1015.5026,1,1,2,6,6,하,하
USER_0467,2019-09-12,110,8,1204.5468,3,1,2,0,1,중,중
USER_0468,2019-11-12,49,9,590.6074,4,1,1,0,0,중,중
USER_0469,2019-09-14,108,8,1089.7532,3,1,2,0,1,중,중
USER_0470,2019-10-31,61,40,4273.2983,3,3,3,2,3,중,중
USER_0471,2019-10-27,65,8,288.13,3,1,1,0,0,중,중
USER_0472,2019-04-27,248,31,2815.0395000000003,1,2,3,2,3,중,중
USER_0473,2019-10-19,73,39,4631.5324,3,3,3,0,0,중,중
USER_0474,2019-07-27,157,31,1487.3277,2,2,2,2,3,중,중
USER_0475,2019-01-30,335,2,32.6182,1,1,1,6,6,하,하
USER_0476,2019-08-22,131,29,2092.6711,3,2,2,1,2,중,중
USER_0477,2019-03-21,285,13,1341.4736,1,2,2,4,3,하,하
USER_0478,2019-11-12,49,24,2591.3813999999998,4,2,2,3,4,중,중
USER_0479,2019-09-14,108,3,660.296,3,1,1,0,1,중,중
USER_0480,2019-03-04,302,15,1123.0710000000001,1,2,2,4,3,하,하
USER_0481,2019-08-18,135,2,256.6,2,1,1,1,2,중,중
USER_0482,2019-11-29,32,239,17071.6249,4,4,4,3,4,상,상
USER_0483,2019-11-11,50,34,3627.1491,4,3,3,2,3,상,상
USER_0484,2019-09-23,99,79,9468.3093,3,3,3,6,6,중,중
USER_0485,2019-12-15,16,22,1047.0999,4,2,2,2,3,중,중
USER_0486,2019-12-12,19,22,2074.6556,4,2,2,2,3,중,중
USER_0487,2019-10-01,91,33,2673.4317,3,2,2,1,2,중,중
USER_0488,2019-08-14,139,28,2044.6761999999999,2,2,2,1,2,중,중
USER_0489,2019-09-02,120,76,5444.5232000000005,3,3,3,0,1,중,중
USER_0490,2019-10-13,79,42,3902.3601,3,3,3,2,3,중,중
USER_0491,2019-11-03,58,24,2028.3734000000002,3,2,2,0,0,중,중
USER_0492,2019-06-22,192,14,1989.6162,2,2,2,4,3,중,중
USER_0493,2019-04-13,262,11,1571.0314,1,1,2,2,3,하,하
USER_0494,2019-10-12,80,8,1735.269,3,1,2,0,0,중,중
USER_0495,2019-06-20,194,4,199.1828,2,1,1,2,3,중,중
USER_0496,2019-04-09,266,23,1985.5824,1,2,2,6,6,하,하
USER_0497,2019-10-23,69,6,785.5082,3,1,1,0,0,중,중
USER_0498,2019-01-20,345,28,4055.2804,1,2,3,6,6,중,중
USER_0499,2019-08-11,142,63,4534.0373,2,3,3,6,6,중,중
USER_0500,2019-02-08,326,33,4623.950000000001,1,2,3,5,7,중,중
USER_0501,2019-11-21,40,20,2123.3671,4,2,2,2,3,중,중
USER_0502,2019-09-06,116,46,4016.7194,3,3,3,4,3,중,중
USER_0503,2019-10-19,73,14,2679.4768000000004,3,2,2,4,3,중,중
USER_0504,2019-12-31,0,8,1250.5751,4,1,2,0,0,중,중
USER_0505,2019-12-11,20,14,754.5502,4,2,1,0,0,중,중
USER_0506,2019-05-09,236,23,2829.6867,1,2,3,3,4,중,중
USER_0507,2019-06-14,200,8,317.4214,2,1,1,2,3,중,중
USER_0508,2019-09-18,104,116,11260.0405,3,4,4,3,4,중,중
USER_0509,2019-04-25,250,21,1816.1211,1,2,2,2,3,하,하
USER_0510,2019-11-27,34,47,4355.8968,4,3,3,2,3,상,상
USER_0511,2019-09-18,104,24,1396.6417000000001,3,2,2,0,1,중,중
USER_0512,2019-04-11,264,5,215.6594,1,1,1,2,3,하,하
USER_0513,2019-12-31,0,9,615.3816,4,1,1,0,0,중,중
USER_0514,2019-10-13,79,32,3297.814,3,2,3,0,0,중,중
USER_0515,2019-11-06,55,30,5080.5115,4,2,3,2,3,중,중
USER_0516,2019-10-03,89,2,53.291,3,1,1,2,3,중,중
USER_0517,2019-12-03,28,29,2563.0299,4,2,2,0,0,중,중
USER_0518,2019-12-14,17,42,2775.554,4,3,2,6,6,중,중
USER_0519,2019-05-02,243,18,875.5683,1,2,1,3,4,하,하
USER_0520,2019-01-25,340,50,7876.5639,1,3,3,6,6,중,중
USER_0521,2019-10-06,86,11,1059.8486,3,1,2,0,0,중,중
USER_0522,2019-12-11,20,3,747.252,4,1,1,0,0,중,중
USER_0523,2019-12-12,19,2,487.05600000000004,4,1,1,0,0,중,중
USER_0524,2019-12-25,6,58,8778.0686,4,3,3,2,3,상,상
USER_0525,2019-12-21,10,17,2267.8716,4,2,2,6,6,중,중
USER_0526,2019-11-29,32,15,3125.4034,4,2,3,0,0,중,중
USER_0527,2019-08-08,145,69,5787.3509,2,3,3,2,3,중,중
USER_0528,2019-04-14,261,10,471.1628,1,1,1,2,3,하,하
USER_0529,2019-03-13,293,14,1910.1518,1,2,2,4,3,하,하
USER_0530,2019-01-21,344,4,611.9590000000001,1,1,1,6,6,하,하
USER_0531,2019-12-04,27,19,897.5251000000001,4,2,1,6,6,중,중
USER_0532,2019-12-19,12,29,3251.6601,4,2,3,0,0,중,중
USER_0533,2019-05-14,231,14,848.3893,1,2,1,3,4,하,하
USER_0534,2019-10-12,80,4,1094.47,3,1,2,0,0,중,중
USER_0535,2019-12-01,30,44,4583.669,4,3,3,0,0,상,상
USER_0536,2019-08-04,149,183,13249.9961,2,4,4,3,4,중,중
USER_0537,2019-02-27,307,49,6793.6916,1,3,3,5,7,중,중
USER_0538,2019-08-25,128,26,1489.9009,3,2,2,1,2,중,중
USER_0539,2019-05-23,222,26,1162.6077,1,2,2,3,4,하,하
USER_0540,2019-09-11,111,27,2427.5086,3,2,2,3,4,중,중
USER_0541,2019-11-29,32,195,15556.661,4,4,4,6,6,상,상
USER_0542,2019-11-22,39,23,2181.7112,4,2,2,2,3,중,중
USER_0543,2019-07-13,171,9,611.9322,2,1,1,2,3,중,중
USER_0544,2019-10-23,69,29,5749.8662,3,2,3,0,0,중,중
USER_0545,2019-12-19,12,11,1626.2357000000002,4,1,2,0,0,중,중
USER_0546,2019-11-14,47,71,11309.9501,4,3,4,0,0,상,상
USER_0547,2019-10-20,72,10,1755.7721000000001,3,1,2,2,3,중,중
USER_0548,2019-05-15,230,57,5743.9016,1,3,3,3,4,중,중
USER_0549,2019-10-27,65,2,358.6682,3,1,1,0,0,중,중
USER_0550,2019-12-08,23,54,6414.6587,4,3,3,0,0,상,상
USER_0551,2019-07-19,165,23,974.5358000000001,2,2,1,2,3,중,중
USER_0552,2019-12-21,10,22,2340.5437,4,2,2,2,3,중,중
USER_0553,2019-05-16,229,54,2320.7767,1,3,2,3,4,중,중
USER_0554,2019-09-26,96,58,6180.2392,3,3,3,0,1,중,중
USER_0555,2019-01-31,334,73,6399.5226,1,3,3,6,6,중,중
USER_0556,2019-01-30,335,1,77.09939999999999,1,1,1,6,6,하,하
USER_0557,2019-05-04,241,38,3009.1103000000003,1,3,3,3,4,중,중
USER_0558,2019-12-07,24,117,11217.349,4,4,3,1,2,상,상
USER_0559,2019-02-02,332,3,319.983,1,1,1,5,7,하,하
USER_0560,2019-01-11,354,30,4704.951,1,2,3,6,6,중,중
USER_0561,2019-11-23,38,5,874.3682,4,1,1,0,0,중,중
USER_0562,2019-12-31,0,2,823.638,4,1,1,0,0,중,중
USER_0563,2019-12-31,0,562,57395.8574,4,4,4,6,6,상,상
USER_0564,2019-05-11,234,1,12.5962,1,1,1,3,4,하,하
USER_0565,2019-10-31,61,1,136.9,3,1,1,0,0,중,중
USER_0566,2019-07-27,157,6,635.5595000000001,2,1,1,2,3,중,중
USER_0567,2019-06-16,198,14,1138.9078,2,2,2,2,3,중,중
USER_0568,2019-05-19,226,36,3062.2416,1,3,3,6,6,중,중
USER_0569,2019-12-05,26,5,712.5395,4,1,1,0,0,중,중
USER_0570,2019-06-20,194,41,2913.0950000000003,2,3,3,3,4,중,중
USER_0571,2019-07-12,172,18,1400.1126000000002,2,2,2,2,3,중,중
USER_0572,2019-10-02,90,289,24343.4673,3,4,4,2,3,중,중
USER_0573,2019-07-23,161,28,1988.5458,2,2,2,2,3,중,중
USER_0574,2019-09-13,109,61,6228.2894,3,3,3,0,1,중,중
USER_0575,2019-11-19,42,49,5948.6446000000005,4,3,3,0,0,상,상
USER_0576,2019-11-15,46,22,3176.3479,4,2,3,0,0,중,중
USER_0577,2019-12-11,20,25,5120.1017,4,2,3,0,0,중,중
USER_0578,2019-09-12,110,163,17004.1953,3,4,4,4,3,중,중
USER_0579,2019-08-19,134,109,6989.0887,2,3,3,1,2,중,중
USER_0580,2019-08-06,147,34,2744.0480000000002,2,3,2,1,2,중,중
USER_0581,2019-03-21,285,15,1917.0794000000003,1,2,2,4,3,하,하
USER_0582,2019-01-31,334,1,175.58100000000002,1,1,1,6,6,하,하
USER_0583,2019-10-22,70,88,8149.4062,3,3,3,5,7,중,중
USER_0584,2019-05-08,237,44,3821.5198,1,3,3,3,4,중,중
USER_0585,2019-11-29,32,57,7801.574100000001,4,3,3,6,6,상,상
USER_0586,2019-10-14,78,26,3514.6752,3,2,3,0,0,중,중
USER_0587,2019-09-15,107,35,4154.3813,3,3,3,6,6,중,중
USER_0588,2019-11-09,52,57,9064.0498,4,3,3,0,0,상,상
USER_0589,2019-11-16,45,90,8633.3591,4,3,3,2,3,상,상
USER_0590,2019-05-24,221,12,1912.2563,1,1,2,4,3,하,하
USER_0591,2019-11-09,52,36,2611.126,4,3,2,2,3,중,중
USER_0592,2019-09-30,92,80,8772.3658,3,3,3,2,3,중,중
USER_0593,2019-08-24,129,13,608.8811000000001,3,2,1,1,2,중,중
USER_0594,2019-06-23,191,89,8017.8945,2,3,3,5,7,중,중
USER_0595,2019-01-08,357,71,9455.2529,1,3,3,6,6,중,중
USER_0596,2019-07-18,166,10,387.6896,2,1,1,2,3,중,중
USER_0597,2019-11-03,58,133,12383.8416,3,4,4,4,3,중,중
USER_0598,2019-12-14,17,33,3817.2762000000002,4,2,3,2,3,중,중
USER_0599,2019-07-12,172,8,291.5318,2,1,1,2,3,중,중
USER_0600,2019-11-11,50,11,2341.9564,4,1,2,0,0,중,중
USER_0601,2019-07-23,161,18,1176.9812,2,2,2,4,3,중,중
USER_0602,2019-05-14,231,19,1700.2436,1,2,2,6,6,하,하
USER_0603,2019-12-03,28,14,1948.7468,4,2,2,4,3,중,중
USER_0604,2019-08-23,130,35,1984.7469,3,3,2,4,3,중,중
USER_0605,2019-08-10,143,27,3145.8556000000003,2,2,3,1,2,중,중
USER_0606,2019-08-09,144,7,1097.2578,2,1,2,1,2,중,중
USER_0607,2019-04-18,257,8,904.6536000000001,1,1,1,6,6,하,하
USER_0608,2019-09-20,102,59,6085.353,3,3,3,2,3,중,중
USER_0609,2019-09-29,93,17,1485.1823,3,2,2,0,1,중,중
USER_0610,2019-01-29,336,20,1740.1888000000001,1,2,2,6,6,하,하
USER_0611,2019-11-29,32,22,3378.2248000000004,4,2,3,0,0,중,중
USER_0612,2019-06-20,194,2,73.94040000000001,2,1,1,2,3,중,중
USER_0613,2019-12-21,10,18,3214.5479,4,2,3,0,0,중,중
USER_0614,2019-10-03,89,29,4892.622600000001,3,2,3,0,1,중,중
USER_0615,2019-10-13,79,6,570.7636000000001,3,1,1,0,0,중,중
USER_0616,2019-09-26,96,4,281.29,3,1,1,0,1,중,중
USER_0617,2019-08-12,141,9,909.1264000000001,2,1,1,1,2,중,중
USER_0618,2019-10-12,80,142,16287.9926,3,4,4,4,3,중,중
USER_0619,2019-12-14,17,6,1292.9015,4,1,2,0,0,중,중
USER_0620,2019-08-08,145,146,13084.787900000001,2,4,4,5,7,중,중
USER_0621,2019-11-22,39,19,3411.825,4,2,3,0,0,중,중
USER_0622,2019-12-28,3,55,7431.9007,4,3,3,5,7,상,상
USER_0623,2019-02-15,319,30,3273.4875,1,2,3,5,7,중,중
USER_0624,2019-03-27,279,2,405.70000000000005,1,1,1,4,3,하,하
USER_0625,2019-06-14,200,17,1429.6292,2,2,2,4,3,중,중
USER_0626,2019-08-02,151,5,385.06460000000004,2,1,1,1,2,중,중
USER_0627,2019-06-12,202,28,4501.8364,2,2,3,6,6,중,중
USER_0628,2019-06-13,201,19,2641.9855000000002,2,2,2,2,3,중,중
USER_0629,2019-12-27,4,2,192.78400000000002,4,1,1,0,0,중,중
USER_0630,2019-11-03,58,51,5488.5732,3,3,3,6,6,중,중
USER_0631,2019-12-06,25,22,1754.5731,4,2,2,4,3,중,중
USER_0632,2019-01-30,335,3,56.3382,1,1,1,6,6,하,하
USER_0633,2019-04-07,268,1,22.4495,1,1,1,2,3,하,하
USER_0634,2019-08-07,146,16,1074.0691000000002,2,2,2,4,3,중,중
USER_0635,2019-05-25,220,25,1085.8242,2,2,2,3,4,중,중
USER_0636,2019-06-15,199,13,1175.3258,2,2,2,2,3,중,중
USER_0637,2019-08-06,147,10,633.1076,2,1,1,1,2,중,중
USER_0638,2019-09-30,92,3,103.08,3,1,1,0,1,중,중
USER_0639,2019-04-14,261,32,3962.2378,1,2,3,2,3,중,중
USER_0640,2019-09-12,110,12,1902.515,3,1,2,5,7,중,중
USER_0641,2019-05-24,221,40,5572.2349,1,3,3,6,6,중,중
USER_0642,2019-05-24,221,48,5911.317300000001,1,3,3,4,3,중,중
USER_0643,2019-12-21,10,518,57595.6279,4,4,4,6,6,상,상
USER_0644,2019-06-09,205,17,1117.648,2,2,2,2,3,중,중
USER_0645,2019-09-24,98,15,2521.9674,3,2,2,0,1,중,중
USER_0646,2019-04-13,262,17,930.4261,1,2,1,2,3,하,하
USER_0647,2019-07-13,171,1,50.8164,2,1,1,2,3,중,중
USER_0648,2019-04-29,246,10,703.7227,1,1,1,4,3,하,하
USER_0649,2019-08-01,152,41,3947.7822,2,3,3,3,4,중,중
USER_0650,2019-11-09,52,4,619.414,4,1,1,0,0,중,중
USER_0651,2019-09-08,114,16,1120.4259,3,2,2,0,1,중,중
USER_0652,2019-10-31,61,74,5343.4532,3,3,3,1,2,중,중
USER_0653,2019-06-24,190,49,4781.4686,2,3,3,2,3,중,중
USER_0654,2019-04-13,262,2,378.3612,1,1,1,2,3,하,하
USER_0655,2019-07-20,164,56,3959.7696,2,3,3,4,3,중,중
USER_0656,2019-12-13,18,146,13421.2771,4,4,4,2,3,상,상
USER_0657,2019-01-09,356,54,6773.8144,1,3,3,6,6,중,중
USER_0658,2019-03-20,286,5,371.6792,1,1,1,4,3,하,하
USER_0659,2019-03-30,276,57,4682.3847,1,3,3,4,3,중,중
USER_0660,2019-09-18,104,105,9729.0507,3,3,3,5,7,중,중
USER_0661,2019-03-27,279,47,4469.8556,1,3,3,4,3,중,중
USER_0662,2019-03-10,296,14,1155.3319999999999,1,2,2,4,3,하,하
USER_0663,2019-04-05,270,30,2325.8584,1,2,2,2,3,하,하
USER_0664,2019-09-01,121,64,4604.2986,3,3,3,0,1,중,중
USER_0665,2019-07-25,159,81,6391.0932,2,3,3,2,3,중,중
USER_0666,2019-02-12,322,35,2926.9955,1,3,3,5,7,중,중
USER_0667,2019-12-05,26,309,28576.067900000002,4,4,4,4,3,상,상
USER_0668,2019-08-16,137,134,10467.8153,2,4,3,3,4,중,중
USER_0669,2019-12-12,19,49,4690.3624,4,3,3,2,3,상,상
USER_0670,2019-03-07,299,23,1839.8033,1,2,2,4,3,하,하
USER_0671,2019-10-17,75,29,2961.8662,3,2,3,0,0,중,중
USER_0672,2019-11-16,45,22,3342.81,4,2,3,0,0,중,중
USER_0673,2019-12-03,28,61,7017.4101,4,3,3,0,0,상,상
USER_0674,2019-10-06,86,30,2939.3304000000003,3,2,3,1,2,중,중
USER_0675,2019-10-27,65,168,17321.5282,3,4,4,6,6,중,중
USER_0676,2019-06-11,203,11,507.567,2,1,1,2,3,중,중
USER_0677,2019-01-19,346,1,565.3346,1,1,1,6,6,하,하
USER_0678,2019-10-16,76,56,6473.0843,3,3,3,4,3,중,중
USER_0679,2019-11-20,41,25,3325.944,4,2,3,2,3,중,중
USER_0680,2019-03-26,280,8,652.907,1,1,1,4,3,하,하
USER_0681,2019-12-26,5,23,2907.3923,4,2,3,0,0,중,중
USER_0682,2019-07-23,161,39,4285.892400000001,2,3,3,6,6,중,중
USER_0683,2019-08-30,123,5,382.1428,3,1,1,6,6,중,중
USER_0684,2019-08-01,152,5,310.8918,2,1,1,2,3,중,중
USER_0685,2019-12-09,22,20,1818.1678000000002,4,2,2,6,6,중,중
USER_0686,2019-10-20,72,8,1414.7946,3,1,2,0,0,중,중
USER_0687,2019-01-20,345,16,3193.262,1,2,3,6,6,중,중
USER_0688,2019-08-03,150,8,362.154,2,1,1,1,2,중,중
USER_0689,2019-11-29,32,17,1867.3308,4,2,2,0,0,중,중
USER_0690,2019-06-28,186,56,3541.5883,2,3,3,2,3,중,중
USER_0691,2019-11-18,43,78,7677.7365,4,3,3,3,4,상,상
USER_0692,2019-06-27,187,4,471.015,2,1,1,2,3,중,중
USER_0693,2019-07-18,166,16,528.2207,2,2,1,2,3,중,중
USER_0694,2019-01-11,354,26,1908.6858,1,2,2,6,6,하,하
USER_0695,2019-10-08,84,41,2980.2702,3,3,3,0,0,중,중
USER_0696,2019-09-22,100,7,160.1652,3,1,1,1,2,중,중
USER_0697,2019-09-30,92,11,646.0088,3,1,1,0,1,중,중
USER_0698,2019-10-16,76,45,4335.8248,3,3,3,3,4,중,중
USER_0699,2019-03-24,282,6,664.6224,1,1,1,4,3,하,하
USER_0700,2019-05-24,221,2,81.83239999999999,1,1,1,2,3,하,하
USER_0701,2019-11-29,32,10,1596.7547,4,1,2,1,2,중,중
USER_0702,2019-04-19,256,15,1141.5348000000001,1,2,2,2,3,하,하
USER_0703,2019-12-02,29,110,12692.798400000001,4,3,4,4,3,상,상
USER_0704,2019-08-22,131,4,87.4486,3,1,1,2,3,중,중
USER_0705,2019-12-26,5,3,176.9666,4,1,1,0,0,중,중
USER_0706,2019-12-07,24,20,299.0104,4,2,1,0,0,중,중
USER_0707,2019-06-27,187,9,419.54740000000004,2,1,1,2,3,중,중
USER_0708,2019-07-12,172,3,99.917,2,1,1,2,3,중,중
USER_0709,2019-04-20,255,23,1409.5509,1,2,2,2,3,하,하
USER_0710,2019-10-22,70,25,827.672,3,2,1,1,2,중,중
USER_0711,2019-11-03,58,2,293.98240000000004,3,1,1,0,0,중,중
USER_0712,2019-10-20,72,28,3024.1608,3,2,3,0,0,중,중
USER_0713,2019-04-05,270,11,430.7982,1,1,1,5,7,하,하
USER_0714,2019-10-17,75,5,1042.34,3,1,2,0,0,중,중
USER_0715,2019-06-20,194,16,451.1404,2,2,1,3,4,중,중
USER_0716,2019-12-12,19,8,979.9936000000001,4,1,1,0,0,중,중
USER_0717,2019-11-03,58,16,1229.3994,3,2,2,0,0,중,중
USER_0718,2019-12-19,12,87,7895.651800000001,4,3,3,6,6,상,상
USER_0719,2019-12-04,27,16,1855.1088,4,2,2,6,6,중,중
USER_0720,2019-06-13,201,12,355.9345,2,1,1,2,3,중,중
USER_0721,2019-01-20,345,17,1935.873,1,2,2,6,6,하,하
USER_0722,2019-09-27,95,9,1448.1824000000001,3,1,2,0,1,중,중
USER_0723,2019-07-23,161,6,743.324,2,1,1,2,3,중,중
USER_0724,2019-12-13,18,18,1002.7969,4,2,1,0,0,중,중
USER_0725,2019-07-26,158,40,4508.152700000001,2,3,3,2,3,중,중
USER_0726,2019-07-06,178,21,2055.4734000000003,2,2,2,2,3,중,중
USER_0727,2019-10-05,87,55,4432.405000000001,3,3,3,1,2,중,중
USER_0728,2019-04-17,258,26,2903.896,1,2,3,2,3,중,중
USER_0729,2019-09-04,118,19,735.7369,3,2,1,2,3,중,중
USER_0730,2019-10-14,78,35,1227.0631,3,3,2,6,6,중,중
USER_0731,2019-09-10,112,57,4296.097,3,3,3,0,1,중,중
USER_0732,2019-09-20,102,39,2478.388,3,3,2,2,3,중,중
USER_0733,2019-01-29,336,3,409.2197,1,1,1,6,6,하,하
USER_0734,2019-03-07,299,34,4512.2376,1,3,3,4,3,중,중
USER_0735,2019-03-06,300,5,310.38620000000003,1,1,1,4,3,하,하
USER_0736,2019-12-19,12,573,53340.8981,4,4,4,6,6,상,상
USER_0737,2019-07-07,177,17,776.9013,2,2,1,2,3,중,중
USER_0738,2019-09-09,113,1,57.92,3,1,1,0,1,중,중
USER_0739,2019-08-14,139,29,2054.7586,2,2,2,1,2,중,중
USER_0740,2019-04-19,256,3,112.4135,1,1,1,2,3,하,하
USER_0741,2019-04-06,269,35,3171.0356,1,3,3,5,7,중,중
USER_0742,2019-10-23,69,41,6019.8234,3,3,3,0,0,중,중
USER_0743,2019-08-17,136,17,909.3816,2,2,1,1,2,중,중
USER_0744,2019-04-07,268,5,116.9762,1,1,1,2,3,하,하
USER_0745,2019-01-10,355,5,651.4586,1,1,1,6,6,하,하
