고객ID,거래날짜,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,trade_month
USER_0359,2019-12-18,13,33,3227.58,4,3,3,433,기타,2019-12
USER_0360,2019-12-06,25,22,1202.76,4,3,2,432,기타,2019-12
USER_0361,2019-03-26,280,7,1264.98,1,1,2,112,기타,2019-03
USER_0362,2019-10-22,70,53,8189.92,3,4,4,344,충성고객,2019-10
USER_0363,2019-07-14,170,9,123.54,2,1,1,211,기타,2019-07
USER_0364,2019-12-19,12,24,3004.67,4,3,3,433,기타,2019-12
USER_0365,2019-12-13,18,11,854.92,4,2,2,422,기타,2019-12
USER_0366,2019-06-12,202,1,16.99,2,1,1,211,기타,2019-06
USER_0367,2019-02-16,318,2,313.99,1,1,1,111,이탈고객,2019-02
USER_0368,2019-10-30,62,9,1103.88,3,1,2,312,기타,2019-10
USER_0369,2019-02-11,323,52,6430.07,1,4,4,144,놓치면 안되는 고객,2019-02
USER_0370,2019-12-19,12,55,6915.38,4,4,4,444,VIP고객,2019-12
USER_0371,2019-06-02,212,28,1192.66,2,3,2,232,기타,2019-06
USER_0372,2019-04-07,268,1,47.85,1,1,1,111,이탈고객,2019-04
USER_0373,2019-12-10,21,33,2905.25,4,3,3,433,기타,2019-12
USER_0374,2019-09-14,108,28,2369.12,3,3,3,333,기타,2019-09
USER_0375,2019-09-04,118,29,3409.24,3,3,3,333,기타,2019-09
USER_0376,2019-11-27,34,71,12112.3,4,4,4,444,VIP고객,2019-11
USER_0377,2019-12-20,11,23,3250.28,4,3,3,433,기타,2019-12
USER_0378,2019-12-15,16,7,353.86,4,1,1,411,기타,2019-12
USER_0379,2019-06-22,192,18,931.05,2,2,2,222,기타,2019-06
USER_0380,2019-03-23,283,6,1162.8,1,1,2,112,기타,2019-03
USER_0381,2019-12-04,27,13,2042.1,4,2,3,423,기타,2019-12
USER_0382,2019-09-14,108,1,35.0,3,1,1,311,기타,2019-09
USER_0383,2019-11-03,58,12,1470.25,3,2,2,322,기타,2019-11
USER_0384,2019-12-13,18,10,751.47,4,1,2,412,기타,2019-12
USER_0385,2019-09-15,107,12,318.61,3,2,1,321,기타,2019-09
USER_0386,2019-10-18,74,11,666.76,3,2,2,322,기타,2019-10
USER_0387,2019-12-27,4,25,3110.21,4,3,3,433,기타,2019-12
USER_0388,2019-07-14,170,7,320.91,2,1,1,211,기타,2019-07
USER_0389,2019-10-05,87,3,2656.43,3,1,3,313,기타,2019-10
USER_0390,2019-12-12,19,13,1411.28,4,2,2,422,기타,2019-12
USER_0391,2019-02-09,325,12,888.86,1,2,2,122,기타,2019-02
USER_0392,2019-05-22,223,3,142.82,1,1,1,111,이탈고객,2019-05
USER_0393,2019-07-13,171,1,7.2,2,1,1,211,기타,2019-07
USER_0394,2019-01-29,336,5,464.47,1,1,1,111,이탈고객,2019-01
USER_0395,2019-05-10,235,16,1007.81,1,2,2,122,기타,2019-05
USER_0396,2019-12-26,5,35,3918.72,4,3,4,434,충성고객,2019-12
USER_0397,2019-10-04,88,44,2649.99,3,3,3,333,기타,2019-10
USER_0398,2019-09-11,111,52,4164.11,3,4,4,344,충성고객,2019-09
USER_0399,2019-09-13,109,50,10308.2,3,4,4,344,충성고객,2019-09
USER_0400,2019-09-18,104,9,103.39,3,1,1,311,기타,2019-09
USER_0401,2019-08-27,126,18,382.87,3,2,1,321,기타,2019-08
USER_0402,2019-10-03,89,32,3075.62,3,3,3,333,기타,2019-10
USER_0403,2019-01-09,356,9,961.3,1,1,2,112,기타,2019-01
USER_0404,2019-12-02,29,7,696.72,4,1,2,412,기타,2019-12
USER_0405,2019-06-27,187,39,1481.28,2,3,2,232,기타,2019-06
USER_0406,2019-04-10,265,27,4227.05,1,3,4,134,기타,2019-04
USER_0407,2019-09-25,97,51,3219.42,3,4,3,343,기타,2019-09
USER_0408,2019-07-14,170,32,4179.47,2,3,4,234,충성고객,2019-07
USER_0409,2019-04-27,248,26,1327.21,1,3,2,132,기타,2019-04
USER_0410,2019-11-22,39,67,7589.99,4,4,4,444,VIP고객,2019-11
USER_0411,2019-12-17,14,55,7393.91,4,4,4,444,VIP고객,2019-12
USER_0412,2019-07-26,158,5,115.21,2,1,1,211,기타,2019-07
USER_0413,2019-08-01,152,15,255.83,2,2,1,221,기타,2019-08
USER_0414,2019-10-29,63,115,11129.12,3,4,4,344,충성고객,2019-10
USER_0415,2019-11-21,40,41,3730.12,4,3,3,433,기타,2019-11
USER_0416,2019-05-31,214,48,3129.0,2,4,3,243,기타,2019-05
USER_0417,2019-10-28,64,40,3856.99,3,3,3,333,기타,2019-10
USER_0418,2019-09-28,94,44,5324.78,3,3,4,334,충성고객,2019-09
USER_0419,2019-10-11,81,24,2090.9700000000003,3,3,3,333,기타,2019-10
USER_0420,2019-01-09,356,13,1224.1999999999998,1,2,2,122,기타,2019-01
USER_0421,2019-03-02,304,69,5404.32,1,4,4,144,놓치면 안되는 고객,2019-03
USER_0422,2019-04-25,250,29,2417.06,1,3,3,133,기타,2019-04
USER_0423,2019-07-10,174,95,6739.39,2,4,4,244,충성고객,2019-07
USER_0424,2019-12-18,13,171,11871.23,4,4,4,444,VIP고객,2019-12
USER_0425,2019-10-03,89,93,9298.72,3,4,4,344,충성고객,2019-10
USER_0426,2019-09-20,102,1,13.2,3,1,1,311,기타,2019-09
USER_0427,2019-10-04,88,61,2756.5,3,4,3,343,기타,2019-10
USER_0428,2019-09-04,118,59,6343.43,3,4,4,344,충성고객,2019-09
USER_0429,2019-09-11,111,3,123.97,3,1,1,311,기타,2019-09
USER_0430,2019-07-07,177,17,1039.34,2,2,2,222,기타,2019-07
USER_0431,2019-12-05,26,7,596.9,4,1,1,411,기타,2019-12
USER_0432,2019-08-27,126,11,1119.2,3,2,2,322,기타,2019-08
USER_0433,2019-07-08,176,1,15.19,2,1,1,211,기타,2019-07
USER_0434,2019-12-12,19,20,2072.58,4,2,3,423,기타,2019-12
USER_0435,2019-10-17,75,67,10611.41,3,4,4,344,충성고객,2019-10
USER_0436,2019-12-18,13,17,2057.96,4,2,3,423,기타,2019-12
USER_0437,2019-09-09,113,70,5033.02,3,4,4,344,충성고객,2019-09
USER_0438,2019-01-15,350,22,3578.54,1,3,3,133,기타,2019-01
USER_0439,2019-11-16,45,70,10268.67,4,4,4,444,VIP고객,2019-11
USER_0440,2019-06-03,211,12,702.12,2,2,2,222,기타,2019-06
USER_0441,2019-12-18,13,86,8394.93,4,4,4,444,VIP고객,2019-12
USER_0442,2019-05-04,241,51,2338.16,1,4,3,143,기타,2019-05
USER_0443,2019-02-23,311,26,2488.44,1,3,3,133,기타,2019-02
USER_0444,2019-08-25,128,18,1124.54,3,2,2,322,기타,2019-08
USER_0445,2019-10-05,87,21,1676.47,3,2,2,322,기타,2019-10
USER_0446,2019-09-09,113,14,418.29,3,2,1,321,기타,2019-09
USER_0447,2019-12-16,15,88,20984.65,4,4,4,444,VIP고객,2019-12
USER_0448,2019-08-24,129,3,98.4,3,1,1,311,기타,2019-08
USER_0449,2019-12-13,18,12,1316.57,4,2,2,422,기타,2019-12
USER_0450,2019-10-26,66,47,4695.25,3,4,4,344,충성고객,2019-10
USER_0451,2019-12-27,4,30,4260.51,4,3,4,434,충성고객,2019-12
USER_0452,2019-06-08,206,4,321.96000000000004,2,1,1,211,기타,2019-06
USER_0453,2019-04-17,258,14,1480.57,1,2,2,122,기타,2019-04
USER_0454,2019-05-22,223,1,298.0,1,1,1,111,이탈고객,2019-05
USER_0455,2019-08-19,134,16,2260.72,2,2,3,223,기타,2019-08
USER_0456,2019-07-18,166,37,3259.15,2,3,3,233,기타,2019-07
USER_0457,2019-01-31,334,5,64.53,1,1,1,111,이탈고객,2019-01
USER_0458,2019-11-21,40,52,2953.35,4,4,3,443,기타,2019-11
USER_0459,2019-12-09,22,22,842.41,4,3,2,432,기타,2019-12
USER_0460,2019-06-22,192,11,928.35,2,2,2,222,기타,2019-06
USER_0461,2019-07-19,165,18,1744.61,2,2,2,222,기타,2019-07
USER_0462,2019-10-10,82,40,3749.59,3,3,3,333,기타,2019-10
USER_0463,2019-11-20,41,23,1745.92,4,3,2,432,기타,2019-11
USER_0464,2019-12-11,20,15,2107.21,4,2,3,423,기타,2019-12
USER_0465,2019-01-31,334,3,255.83,1,1,1,111,이탈고객,2019-01
USER_0466,2019-01-09,356,9,727.15,1,1,2,112,기타,2019-01
USER_0467,2019-09-12,110,8,1007.26,3,1,2,312,기타,2019-09
USER_0468,2019-11-12,49,9,475.43,4,1,1,411,기타,2019-11
USER_0469,2019-09-14,108,8,944.74,3,1,2,312,기타,2019-09
USER_0470,2019-10-31,61,40,3463.85,3,3,3,333,기타,2019-10
USER_0471,2019-10-27,65,8,203.5,3,1,1,311,기타,2019-10
USER_0472,2019-04-27,248,32,2952.45,1,3,3,133,기타,2019-04
USER_0473,2019-10-19,73,39,3891.18,3,3,3,333,기타,2019-10
USER_0474,2019-07-27,157,31,1120.43,2,3,2,232,기타,2019-07
USER_0475,2019-01-30,335,2,17.009999999999998,1,1,1,111,이탈고객,2019-01
USER_0476,2019-08-22,131,29,1423.74,3,3,2,332,기타,2019-08
USER_0477,2019-03-21,285,13,1090.42,1,2,2,122,기타,2019-03
USER_0478,2019-11-12,49,25,3127.02,4,3,3,433,기타,2019-11
USER_0479,2019-09-14,108,3,581.2,3,1,1,311,기타,2019-09
USER_0480,2019-03-04,302,15,911.77,1,2,2,122,기타,2019-03
USER_0481,2019-08-18,135,2,213.0,2,1,1,211,기타,2019-08
USER_0482,2019-11-29,32,241,13576.33,4,4,4,444,VIP고객,2019-11
USER_0483,2019-11-11,50,34,3057.64,4,3,3,433,기타,2019-11
USER_0484,2019-09-23,99,79,7622.34,3,4,4,344,충성고객,2019-09
USER_0485,2019-12-15,16,22,817.73,4,3,2,432,기타,2019-12
USER_0486,2019-12-12,19,23,3213.7,4,3,3,433,기타,2019-12
USER_0487,2019-10-01,91,34,2823.66,3,3,3,333,기타,2019-10
USER_0488,2019-08-14,139,29,2182.59,2,3,3,233,기타,2019-08
USER_0489,2019-09-02,120,76,4147.01,3,4,4,344,충성고객,2019-09
USER_0490,2019-10-13,79,42,2980.63,3,3,3,333,기타,2019-10
USER_0491,2019-11-03,58,24,1586.26,3,3,2,332,기타,2019-11
USER_0492,2019-06-22,192,14,1328.59,2,2,2,222,기타,2019-06
USER_0493,2019-04-13,262,11,1270.43,1,2,2,122,기타,2019-04
USER_0494,2019-10-12,80,8,1553.99,3,1,2,312,기타,2019-10
USER_0495,2019-06-20,194,4,148.46,2,1,1,211,기타,2019-06
USER_0496,2019-04-09,266,23,1522.4,1,3,2,132,기타,2019-04
USER_0497,2019-10-23,69,6,602.99,3,1,1,311,기타,2019-10
USER_0498,2019-01-20,345,28,3485.94,1,3,3,133,기타,2019-01
USER_0499,2019-08-11,142,63,3516.59,2,4,3,243,기타,2019-08
USER_0500,2019-02-08,326,34,4251.86,1,3,4,134,기타,2019-02
USER_0501,2019-11-21,40,20,1806.99,4,2,3,423,기타,2019-11
USER_0502,2019-09-06,116,46,3359.93,3,3,3,333,기타,2019-09
USER_0503,2019-10-19,73,14,2355.76,3,2,3,323,기타,2019-10
USER_0504,2019-12-31,0,8,1108.99,4,1,2,412,기타,2019-12
USER_0505,2019-12-11,20,14,604.14,4,2,1,421,기타,2019-12
USER_0506,2019-05-09,236,23,2162.29,1,3,3,133,기타,2019-05
USER_0507,2019-06-14,200,8,239.17,2,1,1,211,기타,2019-06
USER_0508,2019-09-18,104,117,10032.72,3,4,4,344,충성고객,2019-09
USER_0509,2019-04-25,250,21,1485.39,1,2,2,122,기타,2019-04
USER_0510,2019-11-27,34,47,3687.98,4,4,3,443,기타,2019-11
USER_0511,2019-09-18,104,24,1050.35,3,3,2,332,기타,2019-09
USER_0512,2019-04-11,264,5,166.0,1,1,1,111,이탈고객,2019-04
USER_0513,2019-12-31,0,9,506.88,4,1,1,411,기타,2019-12
USER_0514,2019-10-13,79,32,2785.76,3,3,3,333,기타,2019-10
USER_0515,2019-11-06,55,31,5238.47,4,3,4,434,충성고객,2019-11
USER_0516,2019-10-03,89,2,20.79,3,1,1,311,기타,2019-10
USER_0517,2019-12-03,28,32,4035.44,4,3,4,434,충성고객,2019-12
USER_0518,2019-12-14,17,42,1867.09,4,3,3,433,기타,2019-12
USER_0519,2019-05-02,243,18,684.73,1,2,2,122,기타,2019-05
USER_0520,2019-01-25,340,50,6049.35,1,4,4,144,놓치면 안되는 고객,2019-01
USER_0521,2019-10-06,86,11,805.77,3,2,2,322,기타,2019-10
USER_0522,2019-12-11,20,4,1516.02,4,1,2,412,기타,2019-12
USER_0523,2019-12-12,19,2,425.06,4,1,1,411,기타,2019-12
USER_0524,2019-12-25,6,59,8165.929999999999,4,4,4,444,VIP고객,2019-12
USER_0525,2019-12-21,10,17,1948.49,4,2,3,423,기타,2019-12
USER_0526,2019-11-29,32,15,2672.63,4,2,3,423,기타,2019-11
USER_0527,2019-08-08,145,70,5638.43,2,4,4,244,충성고객,2019-08
USER_0528,2019-04-14,261,10,351.06,1,1,1,111,이탈고객,2019-04
USER_0529,2019-03-13,293,14,1397.85,1,2,2,122,기타,2019-03
USER_0530,2019-01-21,344,4,532.69,1,1,1,111,이탈고객,2019-01
USER_0531,2019-12-04,27,19,681.47,4,2,2,422,기타,2019-12
USER_0532,2019-12-19,12,29,2684.78,4,3,3,433,기타,2019-12
USER_0533,2019-05-14,231,14,660.5,1,2,2,122,기타,2019-05
USER_0534,2019-10-12,80,4,935.0,3,1,2,312,기타,2019-10
USER_0535,2019-12-01,30,45,4781.55,4,3,4,434,충성고객,2019-12
USER_0536,2019-08-04,149,183,10635.22,2,4,4,244,충성고객,2019-08
USER_0537,2019-02-27,307,50,6169.59,1,4,4,144,놓치면 안되는 고객,2019-02
USER_0538,2019-08-25,128,26,1196.22,3,3,2,332,기타,2019-08
USER_0539,2019-05-23,222,26,882.11,1,3,2,132,기타,2019-05
USER_0540,2019-09-11,111,27,2030.27,3,3,3,333,기타,2019-09
USER_0541,2019-11-29,32,199,15527.65,4,4,4,444,VIP고객,2019-11
USER_0542,2019-11-22,39,23,1853.5,4,3,3,433,기타,2019-11
USER_0543,2019-07-13,171,10,1275.79,2,1,2,212,기타,2019-07
USER_0544,2019-10-23,69,29,4912.87,3,3,4,334,충성고객,2019-10
USER_0545,2019-12-19,12,11,1400.09,4,2,2,422,기타,2019-12
USER_0546,2019-11-14,47,75,12660.0,4,4,4,444,VIP고객,2019-11
USER_0547,2019-10-20,72,11,2655.96,3,2,3,323,기타,2019-10
USER_0548,2019-05-15,230,57,4472.32,1,4,4,144,놓치면 안되는 고객,2019-05
USER_0549,2019-10-27,65,2,313.99,3,1,1,311,기타,2019-10
USER_0550,2019-12-08,23,56,6711.04,4,4,4,444,VIP고객,2019-12
USER_0551,2019-07-19,165,23,731.03,2,3,2,232,기타,2019-07
USER_0552,2019-12-21,10,22,2001.1,4,3,3,433,기타,2019-12
USER_0553,2019-05-16,229,54,1610.43,1,4,2,142,기타,2019-05
USER_0554,2019-09-26,96,58,5319.2,3,4,4,344,충성고객,2019-09
USER_0555,2019-01-31,334,76,6717.89,1,4,4,144,놓치면 안되는 고객,2019-01
USER_0556,2019-01-30,335,1,59.83,1,1,1,111,이탈고객,2019-01
USER_0557,2019-05-04,241,38,2458.22,1,3,3,133,기타,2019-05
USER_0558,2019-12-07,24,118,9894.16,4,4,4,444,VIP고객,2019-12
USER_0559,2019-02-02,332,3,187.65,1,1,1,111,이탈고객,2019-02
USER_0560,2019-01-11,354,31,4669.8,1,3,4,134,기타,2019-01
USER_0561,2019-11-23,38,5,764.99,4,1,2,412,기타,2019-11
USER_0562,2019-12-31,0,2,724.68,4,1,2,412,기타,2019-12
USER_0563,2019-12-31,0,575,57137.79,4,4,4,444,VIP고객,2019-12
USER_0564,2019-05-11,234,1,5.59,1,1,1,111,이탈고객,2019-05
USER_0565,2019-10-31,61,1,119.0,3,1,1,311,기타,2019-10
USER_0566,2019-07-27,157,6,524.63,2,1,1,211,기타,2019-07
USER_0567,2019-06-16,198,16,3239.71,2,2,3,223,기타,2019-06
USER_0568,2019-05-19,226,36,1755.02,1,3,3,133,기타,2019-05
USER_0569,2019-12-05,26,5,622.39,4,1,1,411,기타,2019-12
USER_0570,2019-06-20,194,42,2934.31,2,3,3,233,기타,2019-06
USER_0571,2019-07-12,172,18,1129.89,2,2,2,222,기타,2019-07
USER_0572,2019-10-02,90,290,21193.18,3,4,4,344,충성고객,2019-10
USER_0573,2019-07-23,161,29,2286.59,2,3,3,233,기타,2019-07
USER_0574,2019-09-13,109,62,5420.82,3,4,4,344,충성고객,2019-09
USER_0575,2019-11-19,42,50,5706.57,4,4,4,444,VIP고객,2019-11
USER_0576,2019-11-15,46,24,4121.23,4,3,4,434,충성고객,2019-11
USER_0577,2019-12-11,20,26,4934.82,4,3,4,434,충성고객,2019-12
USER_0578,2019-09-12,110,168,26501.03,3,4,4,344,충성고객,2019-09
USER_0579,2019-08-19,134,110,5825.9,2,4,4,244,충성고객,2019-08
USER_0580,2019-08-06,147,34,2264.55,2,3,3,233,기타,2019-08
USER_0581,2019-03-21,285,15,1634.83,1,2,2,122,기타,2019-03
USER_0582,2019-01-31,334,1,153.71,1,1,1,111,이탈고객,2019-01
USER_0583,2019-10-22,70,89,7088.59,3,4,4,344,충성고객,2019-10
USER_0584,2019-05-08,237,44,3058.71,1,3,3,133,기타,2019-05
USER_0585,2019-11-29,32,58,7380.19,4,4,4,444,VIP고객,2019-11
USER_0586,2019-10-14,78,28,5197.14,3,3,4,334,충성고객,2019-10
USER_0587,2019-09-15,107,35,3504.48,3,3,3,333,기타,2019-09
USER_0588,2019-11-09,52,57,7793.33,4,4,4,444,VIP고객,2019-11
USER_0589,2019-11-16,45,91,7718.08,4,4,4,444,VIP고객,2019-11
USER_0590,2019-05-24,221,13,1714.78,1,2,2,122,기타,2019-05
USER_0591,2019-11-21,40,37,2665.54,4,3,3,433,기타,2019-11
USER_0592,2019-09-30,92,80,7306.93,3,4,4,344,충성고객,2019-09
USER_0593,2019-08-24,129,13,478.35,3,2,1,321,기타,2019-08
USER_0594,2019-06-23,191,90,6643.03,2,4,4,244,충성고객,2019-06
USER_0595,2019-01-08,357,71,8067.44,1,4,4,144,놓치면 안되는 고객,2019-01
USER_0596,2019-07-18,166,10,285.96,2,1,1,211,기타,2019-07
USER_0597,2019-11-03,58,134,10642.44,3,4,4,344,충성고객,2019-11
USER_0598,2019-12-14,17,33,3274.77,4,3,3,433,기타,2019-12
USER_0599,2019-07-12,172,8,137.41,2,1,1,211,기타,2019-07
USER_0600,2019-11-11,50,11,2084.98,4,2,3,423,기타,2019-11
USER_0601,2019-07-23,161,18,943.34,2,2,2,222,기타,2019-07
USER_0602,2019-05-14,231,19,1265.56,1,2,2,122,기타,2019-05
USER_0603,2019-12-03,28,14,1727.3,4,2,2,422,기타,2019-12
USER_0604,2019-08-23,130,35,1540.64,3,3,2,332,기타,2019-08
USER_0605,2019-08-10,143,27,2704.09,2,3,3,233,기타,2019-08
USER_0606,2019-08-09,144,7,858.71,2,1,2,212,기타,2019-08
USER_0607,2019-04-18,257,8,759.78,1,1,2,112,기타,2019-04
USER_0608,2019-09-20,102,59,5174.86,3,4,4,344,충성고객,2019-09
USER_0609,2019-09-29,93,17,1046.71,3,2,2,322,기타,2019-09
USER_0610,2019-01-29,336,20,1409.04,1,2,2,122,기타,2019-01
USER_0611,2019-11-29,32,22,2938.12,4,3,3,433,기타,2019-11
USER_0612,2019-06-20,194,2,28.78,2,1,1,211,기타,2019-06
USER_0613,2019-12-21,10,18,2759.37,4,2,3,423,기타,2019-12
USER_0614,2019-10-03,89,35,8521.199999999999,3,3,4,334,충성고객,2019-10
USER_0615,2019-10-13,79,6,480.74,3,1,1,311,기타,2019-10
USER_0616,2019-09-26,96,4,242.9,3,1,1,311,기타,2019-09
USER_0617,2019-08-12,141,9,773.36,2,1,2,212,기타,2019-08
USER_0618,2019-10-12,80,143,14233.35,3,4,4,344,충성고객,2019-10
USER_0619,2019-12-14,17,6,1123.29,4,1,2,412,기타,2019-12
USER_0620,2019-08-08,145,146,10639.37,2,4,4,244,충성고객,2019-08
USER_0621,2019-11-22,39,19,3032.65,4,2,3,423,기타,2019-11
USER_0622,2019-12-28,3,55,4559.73,4,4,4,444,VIP고객,2019-12
USER_0623,2019-02-15,319,30,2756.77,1,3,3,133,기타,2019-02
USER_0624,2019-03-27,279,2,357.0,1,1,1,111,이탈고객,2019-03
USER_0625,2019-06-14,200,18,1964.05,2,2,3,223,기타,2019-06
USER_0626,2019-08-02,151,5,281.47,2,1,1,211,기타,2019-08
USER_0627,2019-06-12,202,29,4511.28,2,3,4,234,충성고객,2019-06
USER_0628,2019-06-13,201,19,2238.19,2,2,3,223,기타,2019-06
USER_0629,2019-12-27,4,2,163.07999999999998,4,1,1,411,기타,2019-12
USER_0630,2019-11-03,58,52,4849.31,3,4,4,344,충성고객,2019-11
USER_0631,2019-12-06,25,22,1411.99,4,3,2,432,기타,2019-12
USER_0632,2019-01-30,335,3,31.33,1,1,1,111,이탈고객,2019-01
USER_0633,2019-04-07,268,1,15.19,1,1,1,111,이탈고객,2019-04
USER_0634,2019-08-07,146,16,742.32,2,2,2,222,기타,2019-08
USER_0635,2019-05-25,220,25,811.35,2,3,2,232,기타,2019-05
USER_0636,2019-06-15,199,13,916.31,2,2,2,222,기타,2019-06
USER_0637,2019-08-06,147,10,495.76,2,1,1,211,기타,2019-08
USER_0638,2019-09-30,92,3,74.8,3,1,1,311,기타,2019-09
USER_0639,2019-04-14,261,32,3304.69,1,3,3,133,기타,2019-04
USER_0640,2019-09-12,110,12,1584.05,3,2,2,322,기타,2019-09
USER_0641,2019-05-24,221,40,4543.18,1,3,4,134,기타,2019-05
USER_0642,2019-05-24,221,48,4867.66,1,4,4,144,놓치면 안되는 고객,2019-05
USER_0643,2019-12-21,10,523,48980.38,4,4,4,444,VIP고객,2019-12
USER_0644,2019-06-09,205,17,616.04,2,2,1,221,기타,2019-06
USER_0645,2019-09-24,98,15,2265.9300000000003,3,2,3,323,기타,2019-09
USER_0646,2019-04-13,262,17,722.17,1,2,2,122,기타,2019-04
USER_0647,2019-07-13,171,1,37.98,2,1,1,211,기타,2019-07
USER_0648,2019-04-29,246,10,565.58,1,1,1,111,이탈고객,2019-04
USER_0649,2019-08-01,152,41,3264.21,2,3,3,233,기타,2019-08
USER_0650,2019-11-09,52,5,1394.39,4,1,2,412,기타,2019-11
USER_0651,2019-09-08,114,16,833.71,3,2,2,322,기타,2019-09
USER_0652,2019-10-31,61,74,4383.61,3,4,4,344,충성고객,2019-10
USER_0653,2019-06-24,190,50,4557.29,2,4,4,244,충성고객,2019-06
USER_0654,2019-04-13,262,2,297.34,1,1,1,111,이탈고객,2019-04
USER_0655,2019-07-20,164,56,3150.55,2,4,3,243,기타,2019-07
USER_0656,2019-12-13,18,146,10749.9,4,4,4,444,VIP고객,2019-12
USER_0657,2019-01-09,356,54,5217.74,1,4,4,144,놓치면 안되는 고객,2019-01
USER_0658,2019-03-20,286,5,287.44,1,1,1,111,이탈고객,2019-03
USER_0659,2019-03-30,276,57,3540.88,1,4,3,143,기타,2019-03
USER_0660,2019-09-18,104,105,6550.66,3,4,4,344,충성고객,2019-09
USER_0661,2019-03-27,279,48,4556.17,1,4,4,144,놓치면 안되는 고객,2019-03
USER_0662,2019-03-10,296,14,817.16,1,2,2,122,기타,2019-03
USER_0663,2019-04-05,270,30,1769.6,1,3,3,133,기타,2019-04
USER_0664,2019-09-01,121,64,3080.57,3,4,3,343,기타,2019-09
USER_0665,2019-07-25,159,82,5753.96,2,4,4,244,충성고객,2019-07
USER_0666,2019-02-12,322,35,2354.47,1,3,3,133,기타,2019-02
USER_0667,2019-12-05,26,315,26671.3,4,4,4,444,VIP고객,2019-12
USER_0668,2019-08-16,137,134,8567.31,2,4,4,244,충성고객,2019-08
USER_0669,2019-12-12,19,49,3954.19,4,4,4,444,VIP고객,2019-12
USER_0670,2019-03-07,299,23,825.76,1,3,2,132,기타,2019-03
USER_0671,2019-10-17,75,30,3087.13,3,3,3,333,기타,2019-10
USER_0672,2019-11-16,45,22,2920.6,4,3,3,433,기타,2019-11
USER_0673,2019-12-03,28,61,5965.93,4,4,4,444,VIP고객,2019-12
USER_0674,2019-10-06,86,30,2477.19,3,3,3,333,기타,2019-10
USER_0675,2019-10-27,65,170,15151.13,3,4,4,344,충성고객,2019-10
USER_0676,2019-06-11,203,11,366.65,2,2,1,221,기타,2019-06
USER_0677,2019-01-19,346,1,204.97,1,1,1,111,이탈고객,2019-01
USER_0678,2019-10-16,76,56,4424.63,3,4,4,344,충성고객,2019-10
USER_0679,2019-11-20,41,27,4404.34,4,3,4,434,충성고객,2019-11
USER_0680,2019-03-26,280,8,533.65,1,1,1,111,이탈고객,2019-03
USER_0681,2019-12-26,5,23,2550.08,4,3,3,433,기타,2019-12
USER_0682,2019-07-23,161,39,3158.55,2,3,3,233,기타,2019-07
USER_0683,2019-08-30,123,6,1043.72,3,1,2,312,기타,2019-08
USER_0684,2019-08-01,152,5,224.55,2,1,1,211,기타,2019-08
USER_0685,2019-12-09,22,20,1181.01,4,2,2,422,기타,2019-12
USER_0686,2019-10-20,72,9,1796.47,3,1,3,313,기타,2019-10
USER_0687,2019-01-20,345,16,2592.66,1,2,3,123,기타,2019-01
USER_0688,2019-08-03,150,8,274.3,2,1,1,211,기타,2019-08
USER_0689,2019-11-29,32,19,3158.65,4,2,3,423,기타,2019-11
USER_0690,2019-06-28,186,56,2870.33,2,4,3,243,기타,2019-06
USER_0691,2019-11-18,43,80,7841.41,4,4,4,444,VIP고객,2019-11
USER_0692,2019-06-27,187,4,407.3,2,1,1,211,기타,2019-06
USER_0693,2019-07-18,166,16,377.54,2,2,1,221,기타,2019-07
USER_0694,2019-01-11,354,27,2144.61,1,3,3,133,기타,2019-01
USER_0695,2019-10-08,84,41,2514.39,3,3,3,333,기타,2019-10
USER_0696,2019-09-22,100,7,100.14,3,1,1,311,기타,2019-09
USER_0697,2019-09-30,92,11,493.56,3,2,1,321,기타,2019-09
USER_0698,2019-10-16,76,45,3625.54,3,3,3,333,기타,2019-10
USER_0699,2019-03-24,282,6,534.1800000000001,1,1,1,111,이탈고객,2019-03
USER_0700,2019-05-24,221,2,59.17999999999999,1,1,1,111,이탈고객,2019-05
USER_0701,2019-11-29,32,10,1420.53,4,1,2,412,기타,2019-11
USER_0702,2019-04-19,256,15,898.15,1,2,2,122,기타,2019-04
USER_0703,2019-12-02,29,114,23605.3,4,4,4,444,VIP고객,2019-12
USER_0704,2019-08-22,131,4,53.77,3,1,1,311,기타,2019-08
USER_0705,2019-12-26,5,3,141.67000000000002,4,1,1,411,기타,2019-12
USER_0706,2019-12-07,24,20,150.16,4,2,1,421,기타,2019-12
USER_0707,2019-06-27,187,9,329.93,2,1,1,211,기타,2019-06
USER_0708,2019-07-12,172,3,51.650000000000006,2,1,1,211,기타,2019-07
USER_0709,2019-04-20,255,23,1060.7,1,3,2,132,기타,2019-04
USER_0710,2019-10-22,70,25,577.0799999999999,3,3,1,331,기타,2019-10
USER_0711,2019-11-03,58,2,249.18,3,1,1,311,기타,2019-11
USER_0712,2019-10-20,72,28,2503.56,3,3,3,333,기타,2019-10
USER_0713,2019-04-05,270,11,304.49,1,2,1,121,기타,2019-04
USER_0714,2019-10-17,75,5,923.0,3,1,2,312,기타,2019-10
USER_0715,2019-06-20,194,16,308.27000000000004,2,2,1,221,기타,2019-06
USER_0716,2019-12-12,19,8,840.08,4,1,2,412,기타,2019-12
USER_0717,2019-11-03,58,16,1068.37,3,2,2,322,기타,2019-11
